Performance Summary | MUTUAL FUNDS ASSOCIATION OF PAKISTAN,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,amc_clean
Sector,Category,Fund Name,Rating,Benchmark,Validity Date,NAV,YTD,MTD,1 Day,15 Days,30 Days,90 Days,180 Days,270 Days,365 Days,2 Years,3 Years,
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan V,,,"Jan 15, 2026",101.8378,10.6476,10.4828,10.4755,10.4828,10.5071,,,,,,,Lucky Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan VII,,,"Jan 15, 2026",101.0289,10.73,10.5339,10.512,10.5339,10.557,,,,,,,Lucky Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan VIII,,,"Jan 15, 2026",100.8017,10.4507,10.4293,10.4025,10.4293,9.754,,,,,,,Lucky Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan X,,,"Jan 15, 2026",100.4861,8.0648,10.4366,10.439,10.4366,,,,,,,,Lucky Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan XI,,,"Jan 13, 2026",100.5985,10.4025,10.3828,9.7455,10.3684,,,,,,,,Lucky Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXX,,,"Jan 13, 2026",50.873,21.0773,59.2957,644.809,52.7985,31.7209,,,,,,,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXXI,,,"Jan 14, 2026",50.7913,10.5027,10.3843,10.366,10.3879,10.4317,,,,,,,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXXII,,,"Jan 12, 2026",50.4602,21.0936,38.5258,346.385,32.94,21.7856,,,,,,,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXXIII,,,"Jan 14, 2026",50.2771,10.1142,10.1053,10.1105,10.1032,,,,,,,,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan IA (NBP Islamic Mustahkam Fund),,,"Jan 15, 2026",10.0262,4.1578,,,,,,,,,,,NBP Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan IIIA (NBP Islamic Mustahkam Fund),,,"Jan 15, 2026",10,,,,,,,,,,,,NBP Mutual Fund
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan VIII (NBP Islamic Mustahkam Fund),,,"Jan 15, 2026",10.1627,8.4836,,,,10.9683,,,,,,,NBP Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds - CPPI (Absolute Return),ABL Islamic Financial Planning Fund (Capital Preservation Plan I),,,"Jan 15, 2026",113.2289,12.6029,0.906,(0.1234),0.906,1.475,3.1519,10.2338,16.0893,18.8766,53.9409,91.3014,ABL Mutual Fund
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Al Ameen Islamic Aggressive Income Fund,A+(f),,"Jan 15, 2026",106.3958,9.8042,9.4535,(62.7070),9.4535,10.6775,10.6957,8.8778,10.6188,9.9909,22.7694,25.4505,
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Al Ameen Islamic Aggressive Income Plan I,A+(f),,"Jan 15, 2026",118.0769,33.1561,5.6186,5.329,5.6186,5.5942,7.6176,35.0394,82.3186,64.7652,50.1895,44.3104,
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Faysal Islamic Financial Growth Fund (Faysal Islamic Financial Growth Plan I),A+(f),,"Jan 15, 2026",105.1134,8.4907,8.3244,4.307,8.3244,8.7783,8.5605,8.3932,9.3958,8.5628,14.747,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Faysal Islamic Financial Growth Fund (Faysal Islamic Financial Growth Plan II),,,"Jan 15, 2026",105.293,9.4795,9.2515,7.9935,9.2515,8.8671,8.9928,9.355,9.827,10.1233,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Aggressive Fixed Income (Annualized Return),Faysal Islamic Financial Growth Fund II,,,"Jan 15, 2026",101.0581,10.728,10.2151,10.1835,10.2151,10.3964,,,,,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Balanced (Absolute Return),Meezan Balanced Fund,,,"Jan 15, 2026",28.3945,19.2655,1.1914,(0.2393),1.1914,1.8027,4.385,17.2532,23.5421,28.656,77.4182,141.4035,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),ABL Islamic Asset Allocation Fund,,,"Jan 15, 2026",10.1786,2.2174,0.5075,(0.0334),0.5075,0.5006,0.7802,2.164,2.8569,(2.1491),18.3162,41.7444,ABL Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Al Ameen Islamic Asset Allocation Fund,,,"Jan 15, 2026",223.82,16.0449,1.294,(0.1598),1.294,1.6963,4.2629,13.6624,21.659,25.0395,71.5209,131.2582,
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Alfalah GHP Islamic Value Fund,,,"Jan 15, 2026",135.8854,5.4188,0.3648,(0.0135),0.3648,0.7796,2.5916,4.7752,8.0629,10.7778,34.4829,65.2081,Alfalah GHP Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Alhamra Islamic Asset Allocation Fund,,,"Jan 15, 2026",226.8712,29.939,3.2266,(0.1615),3.2266,3.8867,7.4319,24.8852,42.6092,51.7798,147.0896,296.4382,Alhamra Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),AWT Islamic Asset Allocation Fund (Formerly AWT Stock Fund),,,"Jan 15, 2026",191.3843,6.36,2.6041,(0.2786),2.6041,3.8334,7.9924,,,,,,AWT Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund,,,"Jan 15, 2026",95.1417,5.7906,0.3466,(0.2552),0.3466,0.8157,3.139,5.1568,9.0426,12.2011,38.1983,66.2045,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund II,,,"Jan 15, 2026",123.5909,22.1604,1.4772,(0.2611),1.4772,2.2233,5.4609,18.5797,16.4634,24.9103,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund III (Faysal Shariah Flex Plan I),,,"Jan 15, 2026",103.7025,3.9439,0.4573,(0.0229),0.4573,0.8052,3.0758,,,,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Faysal Islamic Asset Allocation Fund III (Faysal Shariah Flex Plan II),,,"Jan 15, 2026",102.1308,2.1308,1.2633,0.0146,1.2633,1.6119,,,,,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),HBL Islamic Asset Allocation Fund,,,"Jan 09, 2026",327.5518,29.3366,2.5244,(0.6386),4.1158,3.2835,11.061,26.6572,30.4472,37.5215,120.3725,238.0841,
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Lakson Islamic Tactical Fund,,,"Jan 15, 2026",96.6532,12.3349,0.9896,(0.3503),0.9896,1.5523,3.2811,11.5782,14.3106,17.5405,51.7539,99.4236,Lakson Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Meezan Asset Allocation Fund,,,"Jan 15, 2026",121.5275,27.8946,1.515,(0.2702),1.515,2.0176,5.8445,25.023,34.9338,45.2308,120.9927,233.5259,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Meezan Dynamic Asset Allocation Fund (Meezan Dividend Yield Plan),,,"Jan 15, 2026",91.592,35.0584,3.2619,(0.1907),3.2619,4.6087,6.6351,29.1731,45.2043,50.5653,,,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),NBP Islamic Sarmaya Izafa Fund,,,"Jan 15, 2026",38.3394,37.7515,3.5008,0.162,3.5008,5.0596,13.2851,32.065,43.8095,41.9316,132.0357,256.6543,NBP Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak Oman Islamic Asset Allocation Fund,,,"Jan 15, 2026",49.784,25.3512,2.0863,(0.1196),2.0863,4.332,8.3691,24.1955,26.1881,27.1344,75.4678,125.1431,Pak Oman Mutual Fund
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak Qatar Asset Allocation Plan I (PQAAP  IA),,,"Jan 15, 2026",125.9415,6.0282,0.4134,0.0151,0.4134,1.0666,2.6549,5.292,9.1975,12.1891,36.8886,,
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak Qatar Asset Allocation Plan II (PQAAP  IIA),,,"Jan 15, 2026",123.6556,6.0594,0.6461,(0.0188),0.6461,1.2613,2.7825,5.3302,9.3972,11.7731,35.2558,,
Open-End Funds,Shariah Compliant Asset Allocation (Absolute Return),Pak-Qatar Asset Allocation Plan III (PQAAP  IIIA),,,"Jan 15, 2026",180.9569,26.0635,3.5595,(0.3051),3.5595,5.0283,7.7105,24.6564,28.2706,28.0476,,,Pak-Qatar Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),ABL Islamic Financial Planning Fund (Active Allocation Plan),,,"Jan 15, 2026",107.145,26.7063,1.922,(0.4139),1.922,2.9112,5.0001,21.8399,31.5699,34.2628,103.7719,187.5144,ABL Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),ABL Islamic Financial Planning Fund (Conservative Allocation Plan),,,"Jan 15, 2026",121.6981,5.0918,0.3822,0.0247,0.3822,0.742,2.3036,4.6484,7.2661,9.9076,30.2726,56.2535,ABL Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah GHP Islamic Prosperity Planning Fund (Alfalah GHP Islamic Active Allocation Plan II),,,"Jan 15, 2026",104.8088,15.2737,1.6911,(0.2044),1.6911,1.7584,4.3334,14.4396,16.6568,21.0075,97.3117,181.0077,Alfalah GHP Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah GHP Islamic Prosperity Planning Fund (Alfalah GHP Islamic Balance Allocation Plan),,,"Jan 15, 2026",109.7943,8.3884,0.7134,(0.0270),0.7134,1.0739,2.0825,7.3654,10.4408,12.8739,44.0033,79.4208,Alfalah GHP Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah GHP Islamic Prosperity Planning Fund (Alfalah GHP Islamic Moderate Allocation Plan),,,"Jan 15, 2026",117.5476,12.5848,0.5891,(0.0304),0.5891,0.7992,2.4287,10.9909,15.0719,18.5157,65.0816,111.3657,Alfalah GHP Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alfalah KTrade Islamic Plan VII,,,"Jan 15, 2026",129.492,3.5805,0.4093,0.0258,0.4093,0.7552,2.0635,3.5292,5.3928,7.632,19.4089,,Alfalah Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Alhamra Smart Portfolio,,,"Jan 15, 2026",170.5417,11.2738,1.4857,0.0176,1.4857,2.1421,4.067,9.7526,15.8861,18.6133,53.1783,96.9071,Alhamra Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Atlas Islamic Fund of Funds (Atlas Aggressive Allocation Islamic Plan),,,"Jan 15, 2026","1,501.6541",28.9866,2.4401,(0.4738),2.4401,3.2515,6.544,25.6298,34.2849,38.3764,117.2506,221.3668,Atlas Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Atlas Islamic Fund of Funds (Atlas Conservative Allocation Islamic Plan),,,"Jan 15, 2026",943.955,16.5678,1.4662,(0.2436),1.4662,2.0646,4.092,14.8619,20.0783,23.3647,66.5759,119.2972,Atlas Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Atlas Islamic Fund of Funds (Atlas Moderate Allocation Islamic Plan),,,"Jan 15, 2026","1,259.4173",23.9635,2.1067,(0.3965),2.1067,2.8457,5.1171,21.2207,28.7183,32.6053,95.8374,175.7325,Atlas Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Islamic Financial Planning Fund II (Faysal Priority Ascend Plan I),,,"Jan 14, 2026",113.8266,13.8266,1.5214,(0.0450),1.3537,1.6987,5.0686,13.8266,,,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Islamic Financial Planning Fund II (Faysal Priority Ascend Plan II),,,"Jan 14, 2026",104.5356,4.5356,0.8167,0.0201,0.7801,1.1114,3.0078,,,,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Islamic Financial Planning Fund II (Faysal Priority Ascend Plan III),,,"Jan 14, 2026",105.6969,5.5958,0.3436,0.0247,0.3653,0.738,2.4009,5.0165,,,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Khushal Mustaqbil Fund (Faysal Barak’ah Women Savers Plan),,,"Jan 14, 2026",104.9655,4.879,0.3097,0.0217,0.3332,0.6866,2.1494,4.409,6.7849,8.5976,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Faysal Khushal Mustaqbil Fund (Faysal Nu’umah Women Savers Plan),,,"Jan 14, 2026",104.9607,4.8747,0.3192,0.0227,0.3431,0.7022,2.1707,4.4064,6.6913,8.4927,,,Faysal Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Aggressive),,,"Jan 15, 2026",187.5001,25.1387,1.3156,(0.1232),1.3156,1.8463,5.2082,22.0177,30.0343,34.2534,105.4565,196.032,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Conservative),,,"Jan 15, 2026",122.253,11.0708,0.6365,(0.0289),0.6365,1.0681,2.9474,9.8079,13.9129,15.9858,49.8392,92.4984,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (MAAP I),,,"Jan 15, 2026",148.6585,23.4039,1.4493,(0.1621),1.4493,1.996,5.2747,20.7687,29.0708,36.6375,100.684,183.9226,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Moderate),,,"Jan 15, 2026",147.8204,18.2207,1.0868,(0.0688),1.0868,1.5854,4.0775,16.082,22.1536,25.1502,77.9535,145.3595,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Financial Planning Fund of Funds (Very Conservative Allocation Plan),,,"Jan 15, 2026",53.3562,4.9034,0.3564,0.0249,0.3564,0.739,2.2251,4.3203,6.5862,7.9514,26.2064,,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP I),,,"Jan 14, 2026",98.4405,22.3047,1.5027,(0.1907),1.014,1.3133,4.9064,19.7228,27.7188,33.5422,101.1011,180.4818,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP II),,,"Jan 14, 2026",84.4813,23.691,1.5978,(0.2104),1.0622,1.3473,4.92,21.0282,28.9581,36.4644,106.9066,184.8701,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP III),,,"Jan 14, 2026",93.6676,23.1953,1.5763,(0.2021),1.0591,1.362,5.122,20.5949,28.6587,34.9739,98.8303,177.0664,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP IV),,,"Jan 14, 2026",98.2582,22.926,1.5743,(0.2035),1.0542,1.3491,5.06,20.3643,28.4412,34.435,96.0639,172.6996,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Fund of Funds (Absolute Return),Meezan Strategic Allocation Fund (MSAP V),,,"Jan 14, 2026",110.7176,23.1141,1.572,(0.2067),1.0459,1.3252,4.8252,20.4843,28.7896,35.7483,94.9889,167.1401,Meezan Mutual Fund
Open-End Funds,Shariah Compliant Index Tracker (Absolute Return),KSE Meezan Index Fund,,,"Jan 15, 2026",191.474,37.1413,2.3163,(0.6602),2.3163,4.1063,6.5934,31.0382,42.0012,42.7389,129.5663,255.7396,
Open-End Funds,Shariah Compliant Commodities (Absolute Return),Meezan Gold Fund,,,"Jan 14, 2026",296.5127,28.6043,5.3095,(0.6396),4.0689,1.4599,2.618,27.2286,28.0465,54.3244,100.2753,155.5643,Meezan Mutual Fund
